d_total,d_milk,d_yogurt,d_cheese,oils,solid_fats,add_sugars,a_drinks,total_milk,total_dairy,subject_id
4.041811,0.353435333333333,0,0.787625,22.3808875,4.0644,17.857431,0,0.803883333333333,3.16949166666667,1187
2.385676,0.07005,0.969,1.04415,11.0256879433333,55.7500824266667,8.98981166666667,3.176208,0.240666666666667,3.718783,1013
2.47831833333333,0.507238333333333,0.4655,0.842858333333333,66.784172,28.135064,2.35996666666667,0.3724,1.40853333333333,0.33791,1182
0.86974,0.18964,0,0.414966,60.79364156,20.8266166666667,15.981338,0,0.0919833333333333,0.775493333333333,1346
1.228311,0.1646,0,0.622366666666667,24.0790446666667,21.483585,3.77593866666667,0,0.726266666666667,2.385676,1019
1.054953,0.793423,0.645166666666667,0,26.400117,41.14368,2.21199766666667,0,0.04875,1.65687151066667,1161
3.112985,0.157227333333333,0,1.5481,68.852719,31.2585843333333,9.410374,0.531536,0.98312,1.63915833333333,1118
0.072,0.522666666666667,0,1.23886,25.2898083333333,42.208271,13.685584,0,0.3549,0.025125,1281
1.31076833333333,0.272133333333333,0,0.212266666666667,61.2243373333333,98.2535113333333,9.677055,3.864,0.171083333333333,0.569908333333333,1250
1.62326266666667,0.5664,0,0,40.98487,35.05521636,6.237205,0.336,0.03308,0.362296,1104
1.228311,0.0457333333333333,0,1.1515,20.8861516666667,12.0061383333333,7.21266,0,0,1.630613,1074
3.470917,0.352233333333333,0.0118,1.61815866666667,41.3760446666667,40.6695066666667,9.665725,1.08,4.44205666666667,1.2856135,1314
1.82537333333333,0.529039666666667,0.9065,0.718758333333333,28.6607406666667,55.7500824266667,25.6477223333333,0,0.546827666666667,1.73308766666667,1115
0.072,0.554733333333333,0,0.64625,29.5555125,19.2704,19.887358,0.328416,0.1736,1.52654,1218
2.04178466666667,0.686933333333333,0.289810666666667,0.740691535,36.3969025,70.076896,4.26492633333333,8.66085733333333,1.67667866666667,0.296506666666667,1321
1.31800266666667,0.7168,0.380771,0.08,23.1184413333333,7.3934,21.5462333333333,0.336,0.179933333333333,1.05304166666667,1057
2.41026666666667,0.45296,0,0.330606666666667,13.8044725,21.2949383333333,8.55622133333333,0.448,0.310219,1.26588066666667,1129
1.72920018333333,0.281766666666667,0.08096,0,23.4256,42.7956715,8.41495,1.344,0.20695,0.569908333333333,1304
1.619364,0.7834,0.091575,0.167059064666667,30.835225,40.4517133333333,14.217734,0,0.560733333333333,3.75796433333333,1070
1.226866,0.300434,0,0.616,30.697105,29.9323293333333,11.5549057133333,0,0.119906666666667,1.08056666666667,1322
3.38152266666667,0.578795333333333,0,0,24.4363214566667,63.4145766666667,3.25966733333333,2.56778666666667,0.816241666666667,0.432319,1251
2.69936666666667,0.259821,0,0.808537,64.11195215,6.64857971,9.771005,1.008,0.903866666666667,3.470917,1270
0.940533333333333,0.262801666666667,0,1.00596685,28.5756666666667,82.1802856666667,13.004,1.008,0.0452,1.228311,1121
1.1303015,0.1152,0,0.787771,17.9776666666667,40.2199756666667,12.0018156666667,0,0.144666666666667,1.17520166666667,1065
1.09250666666667,0.265733333333333,0.09108,0.7346,7.548,47.4962123333333,14.1971933333333,3.77104,0.0629666666666667,0.414185666666667,1154
3.551225,0.0132,0,0.843993333333333,44.9820783,82.1802856666667,10.947034,1.959194,0.1774,1.41574583333333,1340
1.300857,1.38053333333333,0,2.1697,60.79364156,28.1128666666667,6.90785,0,0.65939,1.350294,1126
1.1153,1.65964866666667,0,1.51298333333333,50.883169,33.8475446666667,9.03436066666667,1.05389333333333,0.645916666666667,0.854767506666667,1282
0.861916666666667,0.456775,0,1.09411333333333,26.3888937333333,62.8802953333333,7.21266,0,1.55423333333333,1.226866,1147
1.31076833333333,1.11152833333333,0.001262,1.18868766666667,50.680165,33.9388446666667,6.41503066666667,1.56688,0,1.74481533333333,1242
0.863266666666667,0.16104,0,0.470666666666667,53.664675,20.4290243333333,12.7994521766667,3.55368,0.529039666666667,2.22412833333333,1189
2.01394166666667,1.38053333333333,0,0.464350666666667,32.94924585,24.5432382333333,7.50653,8.66085733333333,0.384186666666667,2.85359933333333,1076
2.56672733333333,0.089848,0.669666666666667,2.93134166666667,39.049895,31.2251578333333,8.66282666666667,0,0.102633333333333,2.09812933333333,1241
1.42906746533333,0.1156342,0,2.75263566666667,29.3871803333333,28.605561,3.737595,0,0.802803333333333,3.03857369387755,1205
0.0486666666666667,0,0.32697,0.414966,17.360015,7.6380785,2.352784,5.35326,0.510433333333333,0.296506666666667,1110
2.14033366666667,0.3549,0,0.296656666666667,26.7559166666667,26.728167,11.0045213333333,0,0.0555426666666667,6.43113666666667,1056
2.055782,1.29993333333333,0.0837083333333333,0,25.18938,20.4290243333333,2.5263325,0,0.115061666666667,1.226866,1168
3.551225,0.510883333333333,0,0.999163,15.189881,66.031605,16.0630133333333,0,0.376066666666667,0.767033333333333,1088
1.85383333333333,0.113466666666667,0.9065,1.36392,25.18938,16.3958483333333,2.80239,0,0.610508333333333,1.69966433333333,1178
0.940874,0.3311,0.9065,1.33468766666667,16.2385886666667,21.6775170833333,17.857431,0,0.726266666666667,3.470917,1341
1.4007,0.835076,0.669666666666667,1.36392,13.7411746666667,51.109537,15.0307053333333,0,0.207642666666667,1.714139851,1226
1.65687151066667,0.2143,0,0.203,24.622249,25.99095,10.7471713333333,2.355994,0.00438333333333333,1.18552766666667,1069
0.903234,0.392405333333333,0.00393333333333333,1.29003766666667,45.933973,36.8391373333333,4.808605,1.78565333333333,0.4251,2.055782,1156
1.58657166666667,0.595666666666667,0,1.03016033333333,30.5487765,31.0954466666667,9.91870366466667,0,0.376066666666667,1.23918966666667,1148
1.723956419,0.16104,0.0837083333333333,0.21125,20.09444,47.53593283,15.746288,0,0.0695,2.09812933333333,1018
2.14014333333333,0.00438333333333333,0,1.933585,86.4090066666667,25.910455,14.1151956666667,0,1.20048,0.253233333333333,1213
1.56268333333333,0.0768,0.2695,0.4408,17.9834819833333,25.2970103333333,18.473756,0,0.1937925,1.08978533333333,1111
1.29772733333333,0.914343,0,0.633095,25.0389466666667,47.53593283,9.68873333333333,0.44688,0.498498027210884,0.072,1109
0.373456666666667,1.66481,1.029,0.51196,31.9877266666667,37.3652136,6.042745,0,0.628687506666667,0.816525,1274
1.55226666666667,0.082775,0,0,24.7444383333333,44.6683923333333,7.60380133333333,1.78565333333333,0.014,0.157862816326531,1087
1.52654,2.77967,0.0236,1.04415,13.7411746666667,25.28273,34.4144316666667,0.03626,1.12838333333333,1.73306,1335
0.33791,0.072,0,0.585416666666667,11.3443233333333,18.78293,2.35996666666667,0,0.107192666666667,0.646184238095238,1232
4.63155833333333,0.111233333333333,0,0.3776,26.0453442,22.03473,9.410374,0,0.0684,3.07751833333333,1244
0.107693666666667,0.061,0.669666666666667,0.545835333333333,79.6160246666667,29.9323293333333,11.5905206666667,0,0.333946666666667,0.457453333333333,1162
2.14014333333333,0.095315,0,0.746516666666667,79.6160246666667,16.055825,17.7310773333333,0,0.09935,3.2033775,1345
1.7274,0.296506666666667,0,1.94841666666667,32.9398546666667,20.2713283333333,13.2363206666667,0,0.0452,1.673321,1037
1.85383333333333,1.46924666666667,0.001262,0.995618,31.9074646666667,5.61669333333333,6.335502864,0,0.568683333333333,0.296506666666667,1249
0.859833333333333,1.67667866666667,0,2.22035833333333,13.9263733333333,14.67532,12.7994521766667,0.7448,0.895376,4.92056933333333,1275
1.28106166666667,0.1156342,0,1.50145933333333,40.98487,33.891965,16.575581,0,0.138432666666667,1.86833066666667,1298
1.05304166666667,0.0406666666666667,0,0.001316535,33.316201,57.384415,27.5881833333333,0,0.432526666666667,1.76356666666667,1008
1.49064833333333,0.1152,0,0.414966,32.2351876666667,15.2068946666667,22.610263,0.432,1.04854,1.350294,1133
0.8767,1.12838333333333,0.246666666666667,1.190944,76.8050666666667,84.982485,6.482534,0,0.0919833333333333,3.83045933333333,1247
1.56374566666667,0.353566666666667,0.50225,1.1515,23.112173,36.6664803333333,22.67034,0,0.652333333333333,2.85359933333333,1317
2.53599,1.39738166666667,0,0,24.372355,50.91585,17.438792,0.44688,0.068025,1.275194,1297
1.74508833333333,0.353566666666667,0.2695,0.738870666666667,30.835225,30.890407,2.76798,0.448,0.1774,0.432319,1149
0.816525,0.273366666666667,0.9065,0.540275,51.104924,20.333729,22.323933,1.0088,0.0386666666666667,4.50950833333333,1092
0.450073333333333,0.60942584,0,0.306733333333333,11.6746756933333,36.383075,9.800023,1.71584,0.308625,3.16949166666667,1313
1.766749,0.98312,0.0118,1.03016033333333,41.5559966666667,45.0817966666667,17.143865,0,1.8604,2.85359933333333,1245
0.940874,0.0690666666666667,0,1.0989045,33.4784386666667,68.1595173333333,31.4297016666667,0,0.5717,0.0207423333333333,1233
1.73308766666667,0.0406666666666667,0.482375,1.8263775,70.7247416666667,73.952705,13.9677086666667,0.66816,1.86754166666667,1.226866,1123
1.35038666666667,0.06375,0.0837083333333333,0.769561666666667,25.61417,30.2248677666667,14.2290333333333,3.24578666666667,0.60942584,2.09812933333333,1228
3.38152266666667,0.308573333333333,0.50225,0.626964,17.5516533333333,46.617398,21.8061333333333,0,0.119906666666667,2.33611033333333,1338
1.948345,0.946906666666667,0.192666666666667,0,23.3396796666667,44.9275583333333,7.4466225,0,0.754633333333333,1.56624266666667,1062
1.74508833333333,0.7763,0,0.477512666666667,25.351713,11.5288433333333,23.8046183333333,1.04272,0.016192,0.450073333333333,1286
0,0.326043333333333,0,2.19961033333333,26.894517,67.7696663333333,18.2417166666667,0.119168,0.241175666666667,0.23455,1144
0.767033333333333,0.061,0,0.65599856,19.7712776666667,21.5813026666667,3.47389333333333,0,0.17514,2.530444,1183
2.75114166666667,0.816241666666667,0,0.0718,53.1788851666667,37.9620826666667,23.13217925,2.5116,0.0181333333333333,1.09250666666667,1319
1.766749,0.610508333333333,0,0.442385,41.1478193333333,37.076816,5.97613666666667,1.0088,0.903866666666667,1.08978533333333,1190
0.838962,0.072,0.5903,0.929746,29.3871803333333,59.8099466666667,21.9444913333333,0,0.529039666666667,0.006175,1028
2.18647933333333,0,0.50225,0.835388333333333,37.2863416666667,1.03946433333333,4.79782666666667,1.68,0.88197,2.01394166666667,1246
2.13475566666667,0.0844813333333333,0.574796,0.33264,26.1478083333333,32.18677,8.98981166666667,0,0.180366666666667,1.1767,1248
1.74508833333333,2.77063333333333,0,0.420971666666667,44.5077703333333,34.350093,13.7857506666667,0,0.170783333333333,2.45681333333333,1176
3.16949166666667,0.479066666666667,0.859391666666667,3.24115166666667,26.7559166666667,25.28273,3.97724366666667,1.87161333333333,0.175733333333333,3.2033775,1328
4.50950833333333,0.852942333333333,0,1.44797166666667,37.8988502,31.6934716666667,1.48269333333333,3.77104,0,1.11223166666667,1033
1.28106166666667,0.716414,0.539,1.04415,22.0859246666667,44.0030333333333,16.2652593333333,6.03456,0.716414,1.104625,1217
1.08056666666667,5.72588666666667,0,0,15.614203,40.813096,3.47389333333333,0,0.432526666666667,1.30629010204082,1224
3.2033775,0.754633333333333,0.167416666666667,0.288266666666667,12.267314,9.14369566666667,26.1702653333333,0,0.2143,4.50950833333333,1075
4.08862333333333,0.313586666666667,0.334833333333333,0.339,7.548,21.483585,8.491867,0,0.01705,0.8767,1112
4.50950833333333,0.88197,0.114718333333333,0.51196,15.35336,32.4380716666667,2.700365,0.7448,0.948261666666667,2.54391666666667,1003
3.83045933333333,0.7168,0,1.051,24.0776342766667,47.4101416666667,5.91689733333333,0.7448,0.529039666666667,3.38152266666667,1215
1.75765866666667,0.946906666666667,0,1.81643066666667,18.118864,26.728167,7.3576,0,0.18964,1.0833945,1175
0.006175,1.2012,0,0.858666666666667,15.5203666666667,58.6065126666667,13.38502,1.344,0.17514,3.718783,1186
1.07538666666667,1.15684,0.50225,0.814085,8.83679066666667,32.4380716666667,17.438792,0,0.17514,3.605075,1048
0.946906666666667,0.890833333333333,0.741133333333333,0.900460333333333,24.622249,68.53252403,18.43907,0,0.326043333333333,1.47388333333333,1039
1.58371266666667,0.0419333333333333,0.434875,1.10481433333333,48.4652066666667,32.5669236666667,23.13217925,0,0.568683333333333,1.93777833333333,1097
1.714139851,0.273161708333333,0,0.296958333333333,21.9345286666667,50.2276153333333,13.0907333333333,0,0.948008333333333,0.894958333333333,1041
0.450073333333333,0.484697333333333,0,1.01741666666667,22.35866,113.2686675,1.93078,1.30885733333333,3.19926,0.450073333333333,1084
1.76356666666667,0,0,1.2431,27.3091176666667,68.1595173333333,1.80001666666667,4.74196666666667,0.820608,3.75796433333333,1312
1.976571452,1.20048,0,0.787771,26.894517,60.81925,14.920208,1.567552,0.281766666666667,2.41026666666667,1143
1.41574583333333,0.1646,0,0,70.3290273333333,28.5311096666667,28.7277603333333,0,0.0768,3.456537,1331
2.055782,0,0.0953333333333333,0.633095,39.8817606666667,53.3052633333333,8.56747133333333,0,0.60942584,1.78734710884354,1219
1.714139851,0.068025,0.23925,2.292979,37.9627093333333,96.1754786666667,32.8879066666667,0,0.006175,1.1767,1307
1.350294,0.560733333333333,0,2.93134166666667,16.2385886666667,4.68088583333333,17.9686554666667,1.68,0.0457333333333333,1.4007,1164
1.53555633333333,0.0862593333333333,0,0.4408,88.1634263333333,56.20571418,9.01384333333333,0,0.107192666666667,0.899026666666667,1130
2.05865,0.803883333333333,0,0.815231,14.0115833333333,28.6485943333333,6.03054225666667,0,0.674633333333333,0.0486666666666667,1306
1.32338533333333,0.544733333333333,0.49415,0.41225,7.96541666666667,38.3725453333333,14.9374066666667,0,0.498498027210884,1.259905,1254
2.02017,0.510883333333333,0,0.199866666666667,17.9834819833333,57.5369666666667,21.5667406666667,0,0.831032333333333,1.16486666666667,1269
0.432319,0.921766666666667,0.4165,0.240675,31.9875976666667,28.6485943333333,12.0018156666667,0,1.0094,1.74481533333333,1166
2.14033366666667,0.149033333333333,0,0.245241666666667,36.3705883333333,7.6380785,4.84888,0,1.51652133333333,1.226866,1007
1.75765866666667,0,0,1.31493733333333,40.219255,25.27154,11.6242433333333,0,0.221529666666667,2.85359933333333,1127
0.903234,1.23311533333333,0.2204,1.3886775,28.0015943333333,27.2814925,10.2455233333333,0,0.353435333333333,1.226866,1343
2.23287366666667,1.29993333333333,1.029,0,22.7613333333333,3.84477,1.57266666666667,2.74456,1.40853333333333,1.01065133333333,1045
1.2856135,0,0.287104,2.0899,39.734715,29.9323293333333,6.47518,0.03626,0.277433333333333,0.157862816326531,1350
2.41026666666667,0.095315,0,0,76.8050666666667,2.91166666666667,27.57443,4.5412,0.31265,4.05908666666667,1184
1.300857,0.531952333333333,0.482375,1.73316666666667,36.7782,50.91585,19.429841,0,0.0768,1.07743366666667,1068
1.61369166666667,0.176165,0.969,1.051,60.79364156,24.5432382333333,14.3368231266667,0,1.51652133333333,2.77819966666667,1198
1.43248766666667,0.166363333333333,0.226625,0.675145833333333,19.7712776666667,55.7500824266667,3.77593866666667,1.28755566666667,0.09935,1.714139851,1001
0.8767,0.1937925,0.171182,0.1442515,9.70981666666667,50.91585,27.26215,0.336,0.914343,1.226866,1086
3.75796433333333,0.113066666666667,0.294,1.65284366666667,35.7854186666667,36.57879,32.8879066666667,0.67032,1.30106666666667,1.56268333333333,1273
1.96711633333333,0.1668,0.380771,0.678071,26.7276663333333,122.172817,14.217734,0,0.86296,1.42906746533333,1128
3.28210233333333,0.171083333333333,0,1.547284,37.7925573333333,28.1488041666667,21.5667406666667,2.2344,0.384186666666667,1.16486666666667,1344
2.676318,0.239266666666667,0,0,17.6680487533333,47.1110166666667,22.1062733333333,0,2.10833666666667,2.457,1339
2.6925,0.333946666666667,0,0.956963333333333,23.4256,19.5682833333333,13.3400373666667,0.21756,0.0781666666666667,1.75855633333333,1135
1.65687151066667,0.16104,0.08096,0.970522666666667,45.2445466666667,54.7448236266667,21.2671626666667,1.73424,0.171083333333333,1.723956419,1071
0.946906666666667,0.313586666666667,0,1.4966,27.3535333333333,56.20571418,3.97724366666667,1.008,0.2352,2.055782,1220
3.38152266666667,0.8197875,0,1.393477,50.7413833333333,84.3760416666667,2.21199766666667,0,1.29993333333333,2.457,1200
2.75114166666667,0.285466666666667,0,0,19.07083675,73.952705,26.1702653333333,1.30536,0.0747608163265305,1.73306,1083
2.05865,0.0781666666666667,0.0118,0.815231,10.9679083333333,21.2949383333333,7.87593,0,0.6954,0.940874,1211
1.7533,0.0984833333333333,0,1.2370375,51.104924,35.3607566666667,27.0481973333333,0,1.46924666666667,1.36057,1177
0.194656333333333,0.170783333333333,0.23925,0,33.3173656666667,32.601752,8.23706833333333,1.68,1.11152833333333,2.54391666666667,1342
0.072,0.241175666666667,0,0.833,28.5640016666667,53.1524343333333,6.525844,0,0.707918108843537,0.949286666666667,1301
1.92,1.472614,0,0.0795666666666667,35.6877231733333,33.3408233333333,5.91689733333333,0,0.1421,1.47388333333333,1132
1.56624266666667,0.726266666666667,0.32697,0.988113333333333,18.968146464,55.4290686666667,21.2922466666667,0,0.262801666666667,1.88421266666667,1214
1.4982375000000001,0.089848,0,0.787771,37.07567,37.5848216666667,12.8917726666667,0,0.797815102040816,2.06961166666667,1094
2.055782,0.5115,0.0837083333333333,0,31.7829333333333,45.0817966666667,9.665725,0,1.68562766666667,0.089317,1185
1.2450045,0.9786,0,0.001316535,10.6906666666667,113.2686675,11.8588443333333,1.008,0.0548306666666667,0.8767,1289
0.775493333333333,0.603866666666667,0.0118,1.16505033333333,26.2226880766667,38.3725453333333,12.1320846666667,2.949408,0.286933333333333,1.49064833333333,1225
1.52654,0.265733333333333,0,1.08664,54.2889816666667,33.6466696666667,10.778685,0,0.0419333333333333,1.49990733333333,1009
2.01394166666667,0.083535,0,0.999163,35.6877231733333,20.1793911133333,18.82288345,3.864,1.8147,1.85383333333333,1053
1.21428533333333,2.45393333333333,0,0.1851,11.6746756933333,42.4839895633333,2.84824,0,0.0038,1.636397,1096
1.37576,0.1226,0,0,9.70981666666667,18.78293,3.87053733333333,0,0.596156133333333,2.570228,1264
1.55516433333333,0.645916666666667,0,1.0989045,50.883169,93.5444093333333,10.947034,0,1.8147,2.10122166666667,1316
3.83045933333333,0.333946666666667,0,1.04804333333333,14.9214996666667,38.098029,5.97613666666667,1.97677333333333,0.1461,2.22191466666667,1349
0.6972,0.820608,0,0,21.8574283333333,18.998797,25.1909706666667,2.45952,0.241175666666667,2.055782,1035
1.71941666666667,0.102633333333333,0,0.5734,13.7625766666667,36.6976436666667,5.91689733333333,1.30885733333333,0.221529666666667,1.24970833333333,1180
2.52137,0.8197875,0.08096,0.240833333333333,86.1284576666667,50.2276153333333,10.947034,0.7448,0.171083333333333,0.530358333333333,1120
1.63915833333333,1.58748,0,0,41.1478193333333,122.172817,15.8499886666667,0,0.390161666666667,2.02800433333333,1093
0.518865333333333,0.5664,0,0.933633333333333,15.150592,113.2686675,10.7471713333333,0,0.20695,3.605075,1172
0.863266666666667,0.803883333333333,0.87625,1.94841666666667,34.6385166666667,38.2219176666667,21.3699673333333,0,0.849916666666667,0.518865333333333,1265
6.43113666666667,0.221529666666667,0.514533333333333,1.09411333333333,15.1804967533333,12.449135,7.847871,0,0.0768,1.96711633333333,1293
0.731578333333333,1.24136,0.418541666666667,1.3736025,35.310125,32.608678,8.23706833333333,0,0.1421,1.19870466666667,1047
2.45681333333333,1.8147,0,1.51738066666667,20.2508133333333,53.3052633333333,9.90214166666667,2.9596,0.207642666666667,0.731578333333333,1315
6.43113666666667,1.232905,0.418541666666667,0.977985,71.8280066666667,39.420144,15.4878656666667,0,0.072,2.12298,1266
0.731578333333333,0.495063333333333,0.23925,3.77693133333333,75.50635,33.5302483333333,7.04359466666667,0.188,0.723233333333333,0.0207423333333333,1222
0.612351573333333,0.117333333333333,0.40425,2.104045,47.5767216666667,28.4592533333333,32.8879066666667,0,0.300292333333333,0.835633333333333,1017
1.55,1.67667866666667,0.50225,0.835388333333333,33.3173656666667,17.2432233333333,6.35955333333333,0,0.576566666666667,2.41026666666667,1040
1.57066666666667,0.412493333333333,0.251125,0.130881,54.3483316666667,14.951712,16.2652593333333,0,0.615593333333333,1.572988,1292
1.054953,0.304083333333333,0.289810666666667,0.177375,36.3705883333333,14.7231550666667,11.4707583333333,0,0.144666666666667,1.32338533333333,1332
0.072,0,0.0863416666666667,0.690585,24.0790446666667,73.952705,9.68873333333333,0.8904,0.522666666666667,0.3351,1212
1.63915833333333,0.324634,0,0.331937666666667,28.6607406666667,28.03034,8.491867,1.0032,0.172083333333333,1.38836833333333,1117
2.259675,0.308625,0.837083333333333,0.1442515,18.5102051866667,38.4737453333333,7.48901666666667,0,1.230175,1.08962189333333,1063
1.05304166666667,0.2421,0,3.96442733333333,35.8351583333333,67.7696663333333,5.68246633333333,0,1.85539333333333,0.359395833333333,1105
1.6266105,0.157227333333333,0,3.4666666666666e-4,75.50635,80.6726156666667,14.9374066666667,1.384936,0.107192666666667,1.87247266666667,1326
6.7133325,0.512211626666667,0,2.164999,26.9646583333333,41.3953422,3.97533666666667,0,1.0094,0.859833333333333,1329
0.3351,0.6246,0.87625,0.876735666666667,28.6932173333333,36.8391373333333,15.1258213333333,0,0.352233333333333,0.336882666666667,1324
0.973615666666667,0.526741666666667,0.310233333333333,0.29136,24.1551833333333,59.8099466666667,13.7807066666667,0,0.890833333333333,1.36057,1055
2.14599633333333,0,0,0.0795666666666667,36.7782,4.0644,23.3571895,1.319864,0.043317,0.336882666666667,1311
1.81736603333333,0,0,0.995618,31.9074646666667,23.0394,10.2455233333333,0,0.13925,0.328813333333333,1181
1.49064833333333,0.149033333333333,0.167416666666667,1.661825,69.3536616666667,88.036307,12.7679986666667,3.2612,0.7763,3.63870033333333,1263
0.33791,0.07005,0,0.390845816,23.7549166666667,42.8803706666667,19.4805973333333,0.29008,0.700653333333333,0.414185666666667,1052
1.31076833333333,0.946906666666667,0,0,10.0484166666667,41.5566151633333,3.757116,0,0.2352,0.863266666666667,1010
0.83845,0.168328,0,0.173811573333333,29.62593,45.0817966666667,2.379349,0,0.313586666666667,1.57066666666667,1081
1.31076833333333,1.23311533333333,0,0.855580333333333,105.424115,12.0795302413333,17.918071,1.2264,1.323,1.88421266666667,1153
1.10293846666667,0.747719,0,0,14.9214996666667,10.214375,10.9472,0.655424,1.40853333333333,2.042675,1020
1.87247266666667,1.85539333333333,0.50225,2.82552933333333,25.5960446666667,38.4885316666667,1.19227,0.672,1.86754166666667,1.75765866666667,1025
2.53599,0.352233333333333,0,1.32435,23.7549166666667,28.1488041666667,1.43291666666667,0,0.175166666666667,1.4007,1206
1.11223166666667,0.036,0,0,29.973481,60.06001,7.60380133333333,0,0.241471333333333,0.8767,1160
3.330331,0.390161666666667,0,1.8263775,21.2207625,31.0954466666667,21.611495,0,0.061,1.552247,1236
0,0.604661333333333,0,0.613282,27.7997236666667,41.27762575,13.685584,0.336,0.512211626666667,1.29772733333333,1011
0.859833333333333,0.802803333333333,0.50225,1.190944,24.752552,18.63697,2.24080766666667,0,0.0867,4.06047666666667,1137
1.766749,0.674633333333333,0,0.184781333333333,26.2226880766667,9.343588,13.004,0,0.0773266666666667,1.636397,1235
1.01065133333333,0.00196966666666667,0,0.720791666666667,43.0522536666667,70.9274766666667,19.22252,0,2.10833666666667,1.35038666666667,1090
1.32338533333333,0.4251,0,0.0566916666666667,37.579025,96.197331,12.16052,1.0032,0.395066666666667,1.2450045,1108
3.53192533333333,0.919217333333333,0.192666666666667,0.758646333333333,30.697105,39.6472733333333,17.5306043333333,0,0.4146,0.609972333333333,1032
0.763215198,0.0773266666666667,0,0.843993333333333,23.112173,47.4302476666667,13.379441,0,0.113066666666667,0.1275,1267
1.37576,0.512211626666667,0.669666666666667,1.16486666666667,22.3106666666667,20.4290243333333,23.65267,0,0.113466666666667,1.02791266666667,1294
0.0457333333333333,0.243131333333333,0,1.01741666666667,12.8936102,37.3652136,15.746288,0,0.786033333333333,1.31076833333333,1216
